,school_name,type,student_name,budget
622,Huang High School,District,Fred Case,1910635
623,Huang High School,District,Crystal Anderson,1910635
624,Huang High School,District,Jordan Gross,1910635
625,Huang High School,District,Marie Harris,1910635
626,Huang High School,District,Charles Hayes,1910635
627,Huang High School,District,Beverly Sheppard,1910635
628,Huang High School,District,Denise Solis,1910635
629,Huang High School,District,Alexander Myers,1910635
630,Huang High School,District,Sally Robertson,1910635
631,Huang High School,District,Steven Morris,1910635
632,Huang High School,District,Nina Flores,1910635
633,Huang High School,District,Miguel Patterson,1910635
634,Huang High School,District,John Simpson,1910635
635,Huang High School,District,Charles Cruz,1910635
636,Huang High School,District,Monica Davis,1910635
637,Huang High School,District,James Fields,1910635
638,Huang High School,District,Kevin Frederick,1910635
639,Huang High School,District,Jeremy Soto,1910635
640,Huang High School,District,Ronald Harris,1910635
641,Huang High School,District,Carol Stewart,1910635
642,Huang High School,District,Albert Durham,1910635
643,Huang High School,District,James Sanchez,1910635
644,Huang High School,District,John Adams,1910635
645,Huang High School,District,Cody Williams,1910635
646,Huang High School,District,Ernest Love,1910635
647,Huang High School,District,Tommy Smith,1910635
648,Huang High School,District,Jared Anderson,1910635
649,Huang High School,District,Jennifer Yang,1910635
650,Huang High School,District,Joe Mercado,1910635
651,Huang High School,District,Mr. Roberto Wright MD,1910635
652,Huang High School,District,Michael Smith,1910635
653,Huang High School,District,William Park,1910635
654,Huang High School,District,Benjamin Williams,1910635
655,Huang High School,District,Dean Perez,1910635
656,Huang High School,District,Mr. Dale Miller,1910635
657,Huang High School,District,Marissa Russell,1910635
658,Huang High School,District,Mary Gonzalez DDS,1910635
659,Huang High School,District,April Jackson,1910635
660,Huang High School,District,William Hayes,1910635
661,Huang High School,District,Meghan Holloway,1910635
662,Huang High School,District,Amy Coleman,1910635
663,Huang High School,District,James Green,1910635
664,Huang High School,District,Michael Tran,1910635
665,Huang High School,District,Joseph Cortez,1910635
666,Huang High School,District,Anita Moss,1910635
667,Huang High School,District,Benjamin Stokes,1910635
668,Huang High School,District,Michael Li,1910635
669,Huang High School,District,Alexander Rosales,1910635
670,Huang High School,District,Katie Dawson,1910635
671,Huang High School,District,Shelly Erickson,1910635
672,Huang High School,District,Kathryn Turner,1910635
673,Huang High School,District,Jacob Lee,1910635
674,Huang High School,District,Ryan Smith,1910635
675,Huang High School,District,Joshua Fernandez,1910635
676,Huang High School,District,Mia Roach,1910635
677,Huang High School,District,William Rodriguez,1910635
678,Huang High School,District,Wanda Cruz,1910635
679,Huang High School,District,Pamela Hall,1910635
680,Huang High School,District,David Smith,1910635
681,Huang High School,District,Jason Brown,1910635
682,Huang High School,District,Chelsea Alexander,1910635
683,Huang High School,District,Kimberly Tate,1910635
684,Huang High School,District,Daniel Williams,1910635
685,Huang High School,District,Terri Jacobson,1910635
686,Huang High School,District,Paul Harris,1910635
687,Huang High School,District,Jessica Thompson,1910635
688,Huang High School,District,Nancy Hawkins,1910635
689,Huang High School,District,Deborah Phillips,1910635
690,Huang High School,District,Mark Mendoza,1910635
691,Huang High School,District,Stephen Williamson,1910635
692,Huang High School,District,Jennifer Strong,1910635
693,Huang High School,District,Matthew Moore,1910635
694,Huang High School,District,Raymond Parker,1910635
695,Huang High School,District,Lee Evans,1910635
696,Huang High School,District,Curtis Rodriguez,1910635
697,Huang High School,District,Sara Morris,1910635
698,Huang High School,District,Dawn Palmer,1910635
699,Huang High School,District,Brianna Benson,1910635
700,Huang High School,District,Luis Watts,1910635
701,Huang High School,District,Mrs. Cindy Brown,1910635
702,Huang High School,District,Summer Sandoval,1910635
703,Huang High School,District,Ashley Smith,1910635
704,Huang High School,District,Randy Wallace,1910635
705,Huang High School,District,Angela Simmons,1910635
706,Huang High School,District,Sandra Haley,1910635
707,Huang High School,District,George Morgan,1910635
708,Huang High School,District,Melissa Ali,1910635
709,Huang High School,District,Matthew Oliver,1910635
710,Huang High School,District,Michael Kirk,1910635
711,Huang High School,District,Terry Khan,1910635
712,Huang High School,District,Kristie Elliott,1910635
713,Huang High School,District,Joel Campbell,1910635
714,Huang High School,District,Anthony Henderson,1910635
715,Huang High School,District,Brent Christensen,1910635
716,Huang High School,District,Heidi Hayes,1910635
717,Huang High School,District,Ryan Mcbride,1910635
718,Huang High School,District,Kyle Murillo,1910635
719,Huang High School,District,Angela Powell,1910635
720,Huang High School,District,Jeanette Simmons,1910635
721,Huang High School,District,Adam Vance,1910635
722,Huang High School,District,Kristen Murray,1910635
723,Huang High School,District,Jessica Burnett,1910635
724,Huang High School,District,Alex Walker,1910635
725,Huang High School,District,Robert Phillips,1910635
726,Huang High School,District,Elizabeth Martinez,1910635
727,Huang High School,District,Kristina Young,1910635
728,Huang High School,District,Sarah Morgan,1910635
729,Huang High School,District,Cheryl Harding,1910635
730,Huang High School,District,Keith Hunter,1910635
731,Huang High School,District,Todd Williams,1910635
732,Huang High School,District,James White MD,1910635
733,Huang High School,District,Kyle Johnson,1910635
734,Huang High School,District,Andrea Suarez,1910635
735,Huang High School,District,Michael Sanchez,1910635
736,Huang High School,District,Jaime Torres,1910635
737,Huang High School,District,Donald Gill DDS,1910635
738,Huang High School,District,Austin Lee,1910635
739,Huang High School,District,Adrian Bowman,1910635
740,Huang High School,District,Julie Perez,1910635
741,Huang High School,District,Debra Maxwell,1910635
742,Huang High School,District,Bradley Phillips,1910635
743,Huang High School,District,Sonya Simmons,1910635
744,Huang High School,District,Eric Miller,1910635
745,Huang High School,District,Charles Berger,1910635
746,Huang High School,District,Mary Monroe,1910635
747,Huang High School,District,Destiny Burns,1910635
748,Huang High School,District,Patrick Khan,1910635
749,Huang High School,District,Nathaniel Henson,1910635
750,Huang High School,District,Larry Miller,1910635
751,Huang High School,District,Timothy French,1910635
752,Huang High School,District,Xavier Mitchell,1910635
753,Huang High School,District,Jason Crosby,1910635
754,Huang High School,District,Joshua Johnson,1910635
755,Huang High School,District,Alyssa Clark,1910635
756,Huang High School,District,Jonathan Cooper,1910635
757,Huang High School,District,Mark Hunt,1910635
758,Huang High School,District,Norman Moore,1910635
759,Huang High School,District,Brian Atkins,1910635
760,Huang High School,District,Zachary Jones,1910635
761,Huang High School,District,Danielle Wong,1910635
762,Huang High School,District,Patricia Lane,1910635
763,Huang High School,District,Joshua Rose,1910635
764,Huang High School,District,Hannah Montes,1910635
765,Huang High School,District,Mrs. Catherine Williams MD,1910635
766,Huang High School,District,Michael Jenkins,1910635
767,Huang High School,District,James Scott,1910635
768,Huang High School,District,Evan Ballard,1910635
769,Huang High School,District,Andrea Miller,1910635
770,Huang High School,District,Jasmine Lynch,1910635
771,Huang High School,District,Jennifer Fox,1910635
772,Huang High School,District,Jared Castro,1910635
773,Huang High School,District,Eugene Cox,1910635
774,Huang High School,District,Wendy Wilson,1910635
775,Huang High School,District,Debbie Smith,1910635
776,Huang High School,District,Michael Fletcher,1910635
777,Huang High School,District,Jay Waters,1910635
778,Huang High School,District,Melissa Martinez,1910635
779,Huang High School,District,Cory Howard,1910635
780,Huang High School,District,Mitchell Hanson,1910635
781,Huang High School,District,Corey Boyer,1910635
782,Huang High School,District,Elizabeth Gonzalez,1910635
783,Huang High School,District,Robert Hutchinson,1910635
784,Huang High School,District,David Hernandez,1910635
785,Huang High School,District,Tammy Jordan,1910635
786,Huang High School,District,Denise Johnson,1910635
787,Huang High School,District,Brandi Copeland,1910635
788,Huang High School,District,Evan Marshall,1910635
789,Huang High School,District,Gregory Long,1910635
790,Huang High School,District,Kristen Underwood,1910635
791,Huang High School,District,Walter French,1910635
792,Huang High School,District,Edwin Thompson,1910635
793,Huang High School,District,Edward Rivera,1910635
794,Huang High School,District,Brandon Wilson,1910635
795,Huang High School,District,Alejandra Todd,1910635
796,Huang High School,District,Dana Hoffman,1910635
797,Huang High School,District,David Howard,1910635
798,Huang High School,District,Ashley Caldwell MD,1910635
799,Huang High School,District,Cindy Horn,1910635
800,Huang High School,District,Kevin Armstrong,1910635
801,Huang High School,District,Stacey Porter,1910635
802,Huang High School,District,Patrick Hunt,1910635
803,Huang High School,District,David White,1910635
804,Huang High School,District,Tammy Black,1910635
805,Huang High School,District,Joanna Williams,1910635
806,Huang High School,District,Becky Moran,1910635
807,Huang High School,District,Brenda Smith,1910635
808,Huang High School,District,Gabrielle Webb,1910635
809,Huang High School,District,Mr. Jared Campbell,1910635
810,Huang High School,District,Ryan Jenkins,1910635
811,Huang High School,District,Thomas Shepard,1910635
812,Huang High School,District,Jeremiah Boyd,1910635
813,Huang High School,District,Matthew White,1910635
814,Huang High School,District,Christina Anderson,1910635
815,Huang High School,District,Edward Olson,1910635
816,Huang High School,District,Emily Bryant,1910635
817,Huang High School,District,Amy Guzman,1910635
818,Huang High School,District,Kathleen Owens,1910635
819,Huang High School,District,John Davila,1910635
820,Huang High School,District,Nicole King,1910635
821,Huang High School,District,Jason Villarreal,1910635
822,Huang High School,District,Matthew Washington,1910635
823,Huang High School,District,Peter Simpson,1910635
824,Huang High School,District,Cristian Espinoza,1910635
825,Huang High School,District,Steven Fry,1910635
826,Huang High School,District,David Miller,1910635
827,Huang High School,District,Tamara Hernandez,1910635
828,Huang High School,District,Jordan Lewis,1910635
829,Huang High School,District,Carol Anderson,1910635
830,Huang High School,District,Michael Moreno PhD,1910635
831,Huang High School,District,Nicholas Logan,1910635
832,Huang High School,District,Paul Anderson,1910635
833,Huang High School,District,Jason Young,1910635
834,Huang High School,District,Wesley Martin,1910635
835,Huang High School,District,Karen Wall,1910635
836,Huang High School,District,Tara Parker MD,1910635
837,Huang High School,District,Michael Reyes,1910635
838,Huang High School,District,Amy Henderson,1910635
839,Huang High School,District,Jessica Reed,1910635
840,Huang High School,District,Joseph Miranda,1910635
841,Huang High School,District,Mackenzie Jones,1910635
842,Huang High School,District,Jon Espinoza,1910635
843,Huang High School,District,Kelly Medina,1910635
844,Huang High School,District,Jason Rubio,1910635
845,Huang High School,District,Jennifer Munoz,1910635
846,Huang High School,District,Christopher Warner,1910635
